symbol,current_price,total_score,avg_volume_10d,trend1_pass,trend1_current,trend1_threshold,trend1_description,trend2_pass,trend2_current,trend2_threshold,trend2_description,snapback_pass,snapback_current,snapback_threshold,snapback_description,momentum_pass,momentum_current,momentum_threshold,momentum_description,stabilizing_pass,stabilizing_current,stabilizing_threshold,stabilizing_description,calculation_timestamp,data_age_hours
VTR,63.07,1,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:48:25,0
CI,312.01,2,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:48:33,0
ABNB,136.28,3,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:48:39,0
INTC,20.10,1,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:48:42,0
TSCO,50.93,2,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:53:35,0
PPG,111.17,2,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:53:48,0
CNP,37.01,2,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:53:50,0
EL,68.16,2,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:54:03,0
CDW,176.23,3,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:54:15,0
ADM,47.39,1,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:54:21,0
CMS,69.23,1,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:54:35,0
INVH,32.95,2,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:54:37,0
MKC,72.80,3,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:54:49,0
HSIC,70.66,4,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:57:17,0
AON,368.04,3,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:48:50,0
CDNS,296.86,4,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:48:55,0
DELL,112.87,3,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:02,0
ECL,265.94,4,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:06,0
GD,273.46,3,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:10,0
WMB,60.43,4,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:13,0
NOC,490.07,4,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:20,0
USB,43.72,2,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:27,0
CMG,53.24,3,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:29,0
MNST,62.85,4,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:35,0
APD,278.08,2,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:41,0
NEM,55.57,4,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:45,0
PAYX,159.38,4,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:48,0
MMM,145.47,3,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:48:52,0
FTNT,102.70,4,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:48:56,0
CL,90.13,2,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:02,0
ZTS,169.76,4,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:09,0
SNPS,479.85,5,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:13,0
ITW,246.08,3,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:16,0
PNC,173.94,1,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:23,0
BK,88.34,4,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:29,0
TRV,270.14,2,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:30,0
KMI,28.07,4,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:37,0
EOG,110.55,2,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:41,0
DLR,176.34,4,,false,,,,false,,,,false,,,,false,,,,false,,,,2025-06-05T14:49:46,0
